"MLS Number","Type","Air Conditioning","Apartment YN","List Price","Patio","% Interests In Common Elmts","School Elementary","School High","School Junior","School Middle","Photo Count","Pool Type","Pools Num","Property Type","Prop Type","Rear Yard Vehicle Access YN","Roof Type","Gas Type","Green Building Cert Attached YN","Heating","Lot Size","Navigable YN","Original List Price","Out Building","Approx Living Area","Acres#","Appliance Included","Bounding Streets","Car Storage","Condition","Energy Efficient Features","Exterior","Exterior Features","Fireplace","Foundation","LP/SqFt","Age Desc 1","Cond","Approx Total SqFt","Beds Total","Baths Full","Baths Half","Age","DOM","Car Stor","Sold Price","Sold Date","SP$/SQFT"
"CN160480","SGL","Central","","$799,000","Yes","","","","","","25","Inground","1","Residential","RES","","Shingle","","","Central, Gas","317' x 84' x 234' x 194'","","","","7,400","1.80","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Three or More, Driveway Only, Garage","","Insulation, Windows","Brick, Frame","Fence","Gas, Wood, Yes","Slab","$107.97","","","8,909","7","7","1","","163","3PLUS,DR,GR","$784,500","08/31/2021","$106.01  "
"CN160473","SGL","Central, Heat Pump","","$789,000","Covered, Yes","","","","","","43","Inground","1","Residential","RES","","Metal, Shingle","","","Central, Gas","124x228x66x19x73x43x237","","","","3,731","0.87","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Brick, Concrete, Frame, Other","Fence, Porch","Wood, Yes","Slab","$211.47","","","2,939","4","5","0","","6","2,AT,DR,GR","$789,000","03/31/2021","$211.47  "
"CN160523","SGL","Central","","$367,500","Covered","","","","","","24","","","Residential","RES","","Shingle","","","Central","114x158x127x146x12","","","Workshop","2,450","0.44","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Carport, Driveway Only","","","Stucco","Fence, Sprinkler System","Gas, Wood, Yes","Slab","$150.00","","","3,232","4","2","1","","4","2,CP,DR","$367,500","03/11/2021","$150.00  "
"CN160509","PAT","Central","","$179,900","","","","","","","17","","","Residential","RES","","Asphalt","","","Central","80x102","","","Shed","1,550","0.19","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Carport","","","","","Wood, Yes","Slab","$116.06","","","2,853","3","2","0","","4","2,CP","$166,500","02/25/2021","$107.42  "
"CN160555","SGL","Central","","$84,900","","","","","","","18","","","Residential","RES","","Asphalt","","","Central, Gas","70x146","","","Shed","1,713","0.26","CookTop, Range/Oven","","Two, Carport","","","","Fence","","Slab","$49.56","","","2,858","3","2","","","38","2,CP","$79,000","04/29/2021","$46.12  "
"CN160543","SGL","Central","","$400,000","Yes","","","","","","43","Inground","1","Residential","RES","","Shingle","","","Central, Gas","120x191.7x120x192.5","","","","4,472","0.60","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Two, Attached, Carport, Driveway Only, Garage","","","","Fence","Gas, Wood, Yes","Slab","$89.45","","","5,216","5","3","1","","17","1,2,AT,CP,DR,GR","$350,000","03/31/2021","$78.26  "
"CN160538","SGL","Central","","$230,000","Covered","","","","","","23","","","Residential","RES","","Metal","","","Central","81x124x81x124","","","Shed, Workshop","2,243","0.23","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","One, Driveway Only, Garage","","","","Fence, Porch","Wood, Yes","Slab","$102.54","","","2,950","4","2","1","","48","1,DR,GR","$228,100","03/31/2021","$101.69  "
"CN160536","SGL","Central","","$229,900","Covered","","","","","","24","","","Residential","RES","","Asphalt","","","Central, Gas","110 x 150","","","","2,461","0.38","CookTop, Double Oven, Disposal, Dishwasher, Microwave","","Two, Carport, Driveway Only","","","Brick, Frame, Vinyl Siding","Fence, Porch","Wood, Yes","Slab","$93.42","","","3,100","4","2","1","","30","2,CP,DR","$225,900","03/26/2021","$91.79  "
"CN160570","SGL","Central","","$115,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","100x150x100x150","","","","1,599","0.38","","","Two, Attached, Carport","","","Brick, Frame","","","","$71.92","","","1,939","3","1","","","61","2,AT,CP","$112,000","04/15/2021","$70.04  "
"CN160547","CND","Central","","$148,000","Covered","","","","","","10","","","Residential","RES","","Shingle","","","Central","31'44'31'X44' +/-","","","","1,349","0.02","CookTop, Dishwasher, Refrigerator, Range/Oven","","Two, Carport, Detached, Driveway Only","","","Vinyl Siding","","","Slab","$109.71","","","1,349","3","2","","","1","2,CP,DE,DR","$148,000","03/15/2021","$109.71  "
"CN160587","SGL","Central","","$259,900","Yes","","","BOLTON","","NACHMAN","12","","","Residential","RES","","Shingle","","","Central, Gas","106x128x105x124","","","Workshop","2,242","0.30","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","Brick, Frame","Fence","Gas, Yes","Slab","$115.92","","","3,140","4","2","1","","57","2,DR,GR","$250,000","04/30/2021","$111.51  "
"CN160573","SGL","Central","","$137,500","","","","","","","21","","","Residential","RES","","Shingle","","","Central","75x195x76x197","","","","1,200","0.35","","","Two, Carport","","","Vinyl Siding","","","","$114.58","","","1,200","3","1","","","98","2,CP","$137,500","08/03/2021","$114.58  "
"CN160571","SGL","Central","","$15,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","60 X 122.6","","","","715","0.18","","","Attached, Carport","","","Frame","","","Raised","$20.98","","","715","2","1","","","6","AT,CP","$15,000","07/14/2021","$20.98  "
"CN160569","SGL","Central","","$45,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","60 x 112.8","","","","1,600","0.17","Range/Oven","","One, Attached, Carport","","","Brick, Frame, Vinyl Siding","Fence","","Slab","$28.13","","","2,000","4","2","","","6","1,AT,CP","$35,000","07/14/2021","$21.88  "
"CN160559","TNH","Central","","$135,000","Yes","","","","","","15","","","Residential","RES","","Asphalt","","","Central","31x154","","","","1,184","0.10","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","","","Fence","Wood, Yes","Slab","$114.02","","","1,773","2","2","","","4","2,DR,GR","$130,000","03/05/2021","$109.80  "
"CN160616","SGL","Central","","$314,900","","","","","","","14","","","Residential","RES","","Shingle","","","Central","100 x 157","","","","2,313","0.36","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Fence","Gas, Yes","Slab","$136.14","","","3,170","4","2","","","38","2,DR,GR","$298,000","05/05/2021","$128.84  "
"CN160612","SGL","Central","","$259,000","","","Community","BOLTON","","AMMS","20","","","Residential","RES","","Shingle","","","Central","166.45x65.5","","","","2,726","0.27","","","One, Attached, Carport, Detached, Garage","","","Frame","","Yes","Raised","$95.01","","","3,634","5","3","","","98","1,AT,CP,DE,GR","$265,000","06/18/2021","$97.21  "
"CN160593","SGL","Central","","$375,000","Covered","","","","","","51","","","Residential","RES","","Shingle","","","Central, Gas","116x189x100x216","","","","3,011","0.54","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator, Wine Cooler","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","","Gas, Yes","Slab","$124.54","","","4,173","4","3","1","","30","2,AT,CP,DR","$365,000","03/30/2021","$121.22  "
"CN160637","TNH","Central","","$114,900","Covered, Yes","","","","","","27","","","Residential","RES","","Asphalt","","","Central","29x128","","","","1,095","0.09","CookTop, Dishwasher, Refrigerator, Range/Oven","","One, Carport, Driveway Only","","","Brick, Frame","","","Slab","$104.93","","","1,150","2","2","","","32","1,CP,DR","$114,000","04/23/2021","$104.11  "
"CN160628","SGL","Central","","$182,500","Covered","","","","","","15","","","Residential","RES","","Shingle","","","Central, Gas","100'x163.35'","","","Shed, Workshop","2,059","0.39","CookTop, Disposal, Dishwasher, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","Vinyl Siding","Fence, Porch, Sprinkler System","Gas, Wood, Yes","Raised","$88.64","","","3,262","3","1","1","","1","2,AT,CP,DR","$182,500","03/19/2021","$88.64  "
"CN160620","SGL","Central","","$210,000","","","","","","","30","","","Residential","RES","","Shingle","","","Central, Gas","150'x150'x130'x137'","","","","2,151","0.63","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Attached, Carport, Driveway Only","","Insulation, Windows","Frame","Bayou, Fence","Gas, Yes","Slab","$97.63","","","2,839","2","2","","","60","1,AT,CP,DR","$190,000","05/20/2021","$88.33  "
"CN160375","SGL","","","$499,000","Yes","","","","","","39","","","Residential","RES","","Shingle","","","Central","146' x 192' x 149' x 186'","","","","4,561","0.64","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven, Wine Cooler","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","Bayou, Fence, Sprinkler System","Gas, Wood, Yes","Slab","$109.41","","","7,197","4","4","1","","91","2,AT,CP,DR","$490,000","06/11/2021","$107.43  "
"CN160613","SGL","Central","","$117,400","","","Community","Bolton","","AMMS","14","","","Residential","RES","","Metal","","","Central","50 x 150 x 50 x 150","","","","1,211","0.19","CookTop, Refrigerator, Range/Oven","","One, Carport, Detached","","","Vinyl Siding","Fence","","Raised","$96.94","","","1,408","2","1","","","52","1,CP,DE","$100,000","06/01/2021","$82.58  "
"CN160634","SGL","Central","","$189,900","","","","","","","16","","","Residential","RES","","Shingle","","","Central, Gas","90-398.62-103.5-347.5","","","Shed","2,395","0.84","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only, Garage","","","","","Yes","Raised, Slab","$79.29","","","3,126","3","2","","","20","2,AT,CP,DR,GR","$189,000","03/29/2021","$78.91  "
"CN160632","SGL","Central","","$310,000","Covered","","","","","","18","","","Residential","RES","","Asphalt","","","Central","93.9x159.64x90.08x138.66","","","","2,337","0.43","Disposal, Dishwasher, Microwave, Range/Oven","","Attached, Garage","","Insulation","","Fence, Sprinkler System","Gas, Yes","","$132.65","","","3,601","4","2","1","","70","AT,GR","$306,500","05/21/2021","$131.15  "
"CN160624","SGL","Central","","$174,550","","","","","","","30","","","Residential","RES","","Shingle","","","Central","100x238.7","","","Shed","2,030","0.53","CookTop, Range/Oven","","Two, Attached, Carport","","","","","","","$85.99","","","2,464","4","2","","","31","2,AT,CP","$174,550","04/13/2021","$85.99  "
"CN160654","SGL","Central","","$120,000","Covered","","","","","","28","","","Residential","RES","","Asphalt","","","Central, Gas","198X78X64X64X208X19X32","","","","1,967","0.60","CookTop, Dishwasher, Microwave, Range/Oven","","One, Carport, Driveway Only","","","Vinyl Siding","Fence","","Slab","$61.01","","","2,639","3","1","1","","4","1,CP,DR","$123,000","03/24/2021","$62.53  "
"CN160651","SGL","Central","","$425,000","","","","","","","37","Inground","1","Residential","RES","","Asphalt","","","Central, Gas","234x269x226x232","","","Workshop","5,045","1.32","CookTop, Disposal, Dishwasher, Range/Oven","","Two, Carport","","","Frame","Fence","Wood, Yes","Raised, Slab","$84.24","","","6,067","4","3","1","","3","2,CP","$400,000","04/01/2021","$79.29  "
"CN160676","TNH","Central","","$145,000","","","","","","","13","","","Residential","RES","","Shingle","","","Central","26.5x152x26.5x152","","","","1,209","0.09","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Attached, Carport, Driveway Only","","","Vinyl Siding","","","Slab","$119.93","","","1,942","2","2","","","56","AT,CP,DR","$145,000","04/30/2021","$119.93  "
"CN160660","SGL","Central","","$159,900","","","","","","","17","","","Residential","RES","","Shingle","","","Central","150'x151'","","","","1,762","0.36","CookTop, Disposal, Dishwasher, Refrigerator","","Two, Carport, Driveway Only","","","","Fence","","Slab","$90.75","","","2,247","3","2","","","161","2,CP,DR","$155,000","09/15/2021","$87.97  "
"CN160646","SGL","Central","","$652,500","Covered","","","","","","26","Inground","1","Residential","RES","","Shingle","","","Central, Gas","102x20x2x185x81x190","","","","3,184","0.40","CookTop, Double Oven, Disposal, Dishwasher, Wine Cooler","","Two, Attached, Driveway Only, Garage","","Water Heater, Insulation, Windows","Brick, Frame","Fence, Porch, Sprinkler System","Wood, Yes","Slab","$204.93","","","4,284","4","3","1","","25","2,AT,DR,GR","$600,000","03/22/2021","$188.44  "
"CN160661","SGL","Central","","$389,000","","","","","","","6","","","Residential","RES","","Shingle","","","Central","79.51'x157.36'x76.32'x156.29'","","","","2,194","0.28","Disposal, Dishwasher, Microwave","","Two, Driveway Only, Garage","","","Brick, Frame","","Yes","","$177.30","","","3,183","4","2","1","","8","2,DR,GR","$389,000","07/30/2021","$177.30  "
"CN160719","SGL","Central","","$559,900","Yes","","","","","","29","Inground, Salt Water","1","Residential","RES","","Shingle","","","Central, Gas","61.53x184.4x125x192.91","","","","4,680","0.52","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator","","Three or More, Attached, Driveway Only, Garage","","Insulation, Solar, Windows","Stucco","Fence, Porch","Gas, Yes","Slab","$119.64","","","7,033","4","5","0","","120","3PLUS,AT,DR,GR","$554,000","07/16/2021","$118.38  "
"CN160714","TNH","Central","","$192,500","Yes","","","","","","25","","","Residential","RES","","Shingle","","","Central","26x110","","","","1,697","0.08","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport, Detached, Driveway Only","","Insulation, Windows","","Fence","","Slab","$113.44","","","1,772","3","2","1","","37","2,CP,DE,DR","$192,500","04/05/2021","$113.44  "
"CN160710","PAT","Central, Ductless Wall Unit","","$299,900","","","","","","","16","Community, Inground","1","Residential","RES","","Shingle","","","Central, Ductless Wall Unit","see remarks","","","Shed","2,728","0.34","CookTop, Double Oven, Disposal, Dishwasher","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Brick, Frame, Vinyl Siding","Bayou, Porch","Wood, Yes","Slab","$109.93","","","3,256","3","2","0","","91","2,AT,DR,GR","$289,900","07/23/2021","$106.27  "
"CN160720","SGL","Central","","$65,000","","","","","","","11","","","Residential","RES","","Asphalt","","","Central","51x123","","","","1,833","0.15","","","","","","Frame","","Yes","Raised","$35.46","","","2,384","3","1","","","176","","$50,000","09/29/2021","$27.28  "
"CN160739","SGL","Central","","$235,900","","","Nachman","ASH","","Brame","22","","","Residential","RES","","Shingle","","","Central","75x120x75x120","","","","1,665","0.24","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Porch","","Slab","$141.68","","","2,252","3","2","","","38","2,AT,DR,GR","$235,901","07/19/2021","$141.68  "
"CN160728","SGL","Central","","$389,900","Covered, Yes","","","","","","19","Inground, Salt Water","1","Residential","RES","","Shingle","","","Central, Gas","64 x 140","","","","2,563","0.21","CookTop, Double Oven, Disposal, Dishwasher, Microwave, Refrigerator","","Two, Attached, Driveway Only, Garage","","","Brick, Frame","Fence, Porch, Sprinkler System","Gas, Wood, Yes","Slab","$152.13","","","3,300","4","3","0","","31","2,AT,DR,GR","$385,000","04/30/2021","$150.21  "
"CN160741","SGL","Central","","$345,000","Covered","","","","","","25","","","Residential","RES","","Shingle","","","Central","141x139x95x167","","","","2,460","0.35","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","Stucco","Fence, Porch","Wood, Yes","Slab","$140.24","","","3,334","4","2","1","","20","2,DR,GR","$335,000","05/07/2021","$136.18  "
"CN160761","SGL","Central","","$275,000","Yes","","Nachman","ASH","","Brame","34","Inground","1","Residential","RES","","Shingle","","","Central","149 x 157 x 150 x 161","","","Shed","3,196","0.44","CookTop, Double Oven, Disposal, Dishwasher","","Two, Carport, Driveway Only","","","","Fence","Wood, Yes","Slab","$86.05","","","3,700","4","2","1","","25","2,CP,DR","$260,000","05/21/2021","$81.35  "
"CN160747","SGL","Central","","$304,000","","","","","","","17","","","Residential","RES","","Shingle","","","Central, Gas","100 X 150","","","Workshop","2,574","0.34","CookTop, Double Oven, Dishwasher","","Two, Attached, Carport","","","","Fence","Wood, Yes","","$118.10","","","4,046","3","2","1","","2","2,AT,CP","$304,000","03/12/2021","$118.10  "
"CN160746","SGL","Central","","$265,000","Covered","","","","","","16","","","Residential","RES","","Shingle","","","Central","75x159x75x159","","","","1,862","0.28","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Fence, Porch","Wood, Yes","Slab","$142.32","","","2,441","3","2","","","10","2,DR,GR","$253,500","04/28/2021","$136.14  "
